Date, Real Date, Net Capture
Tue Mar 17 00:00:00 CDT 2015, , 4.753317780327253
Fri Mar 13 00:00:00 CDT 2015, , 4.753317780327253
Thu Mar 19 00:00:00 CDT 2015, , 9.24045029917471
Thu Mar 05 00:00:00 CST 2015, , 1.7868087941372326
Mon Mar 09 00:00:00 CDT 2015, , 2.6550875596995405
Tue Mar 10 00:00:00 CDT 2015, , 2.9854840354704653
Thu Mar 12 00:00:00 CDT 2015, , 5.253985337069571
Fri Mar 06 00:00:00 CST 2015, , 2.065051357702542
Wed Mar 04 00:00:00 CST 2015, , 0.7341772151898712
Wed Mar 18 00:00:00 CDT 2015, , 5.747995092369839
Fri Mar 20 00:00:00 CDT 2015, , 6.430878679362115
Tue Mar 03 00:00:00 CST 2015, , 0.0
