Date, Real Date, Net Capture
Tue Mar 17 00:00:00 CDT 2015, , 4.762673313114296
Fri Mar 13 00:00:00 CDT 2015, , 4.762673313114296
Thu Mar 19 00:00:00 CDT 2015, , 9.260038055678269
Thu Mar 05 00:00:00 CST 2015, , 1.7905540651677025
Mon Mar 09 00:00:00 CDT 2015, , 2.660173720571761
Tue Mar 10 00:00:00 CDT 2015, , 2.9933053204029534
Thu Mar 12 00:00:00 CDT 2015, , 5.263946838161829
Fri Mar 06 00:00:00 CST 2015, , 2.0689928645075475
Wed Mar 04 00:00:00 CST 2015, , 0.7357802890739715
Wed Mar 18 00:00:00 CDT 2015, , 5.761552998897819
Fri Mar 20 00:00:00 CDT 2015, , 6.448913195384913
Tue Mar 03 00:00:00 CST 2015, , 0.0
