Date, Real Date, Net Capture
Mon Mar 16 00:00:00 CDT 2015, , -300.0
Fri Mar 13 00:00:00 CDT 2015, , -200.0
Thu Mar 19 00:00:00 CDT 2015, , -400.0
Wed Mar 04 00:00:00 CST 2015, , -100.0
