Date, Real Date, Net Capture
Tue Mar 17 00:00:00 CDT 2015, , -0.9498624472379823
Fri Mar 13 00:00:00 CDT 2015, , -0.9498624472379823
Thu Mar 19 00:00:00 CDT 2015, , -4.67123290624532
Mon Mar 23 00:00:00 CDT 2015, , -6.5155732046229
Tue Mar 10 00:00:00 CDT 2015, , -0.28638253475529235
Thu Mar 12 00:00:00 CDT 2015, , -0.34860363476395445
Fri Mar 06 00:00:00 CST 2015, , 0.42386549109719085
Mon Mar 16 00:00:00 CDT 2015, , -0.9498624472379823
Wed Mar 04 00:00:00 CST 2015, , 0.0
Wed Mar 18 00:00:00 CDT 2015, , -2.931071353736265
Fri Mar 20 00:00:00 CDT 2015, , -6.5155732046229
Wed Mar 11 00:00:00 CDT 2015, , -0.26854455761985707
