Date, Real Date, Net Capture
Tue Mar 17 00:00:00 CDT 2015, , -0.9504083769976092
Fri Mar 13 00:00:00 CDT 2015, , -0.9504083769976092
Thu Mar 19 00:00:00 CDT 2015, , -4.666865709345071
Mon Mar 23 00:00:00 CDT 2015, , -6.510919047907684
Tue Mar 10 00:00:00 CDT 2015, , -0.28722937262691134
Thu Mar 12 00:00:00 CDT 2015, , -0.35009242123142353
Fri Mar 06 00:00:00 CST 2015, , 0.42294028083234647
Mon Mar 16 00:00:00 CDT 2015, , -0.9504083769976092
Wed Mar 04 00:00:00 CST 2015, , 0.0
Wed Mar 18 00:00:00 CDT 2015, , -2.9303487616075543
Fri Mar 20 00:00:00 CDT 2015, , -6.510919047907684
Wed Mar 11 00:00:00 CDT 2015, , -0.270060408426289
